viol	string	_hypernym
kiwi_vine	vine	_hypernym
feast	reversal	_derivationally_related_form-inv
diner	dine	_derivationally_related_form-inv
garlic	seasoning	_hypernym
quantity	magnetization	_hypernym-inv
screen	smokescreen	_hypernym-inv
number	itemize	_hypernym-inv
slack	slacker	_derivationally_related_form-inv
work	stamp	_derivationally_related_form
agreement	harmony	_hypernym-inv
australia	continent	_instance_hyponym-inv
change	vary	_derivationally_related_form-inv
alarmist	horrify	_derivationally_related_form-inv
young	youth	_derivationally_related_form-inv
supplement	fitting	_hypernym-inv
jinks	competency	_derivationally_related_form-inv
inconvenience	uncomfortableness	_hypernym
railroad	railway	_derivationally_related_form
schmoozer	shmooze	_derivationally_related_form-inv
speeding	speed	_derivationally_related_form-inv
crudites	starter	_hypernym
motley	textile	_hypernym
beekeeper	beekeeping	_derivationally_related_form-inv
debater	reason	_derivationally_related_form
ticket	law	_member_of_domain_topic-inv
telegraphy	wire	_derivationally_related_form-inv
vine	sarsaparilla	_hypernym-inv
steering	control	_hypernym
license	certification	_derivationally_related_form-inv
turn	till	_hypernym
indoctrinate	revolutionize	_hypernym-inv
act	turn	_derivationally_related_form-inv
offer	solicit	_hypernym-inv
numbers	torah	_part_of
tramp	traverse	_hypernym
destruct	pulverize	_hypernym-inv
spot	discipleship	_hypernym-inv
haul	haulage	_derivationally_related_form
pulsing	electronics	_member_of_domain_topic-inv
ornament	adornment	_derivationally_related_form
breaking	smashing	_hypernym-inv
intimate	friend	_hypernym
partisanship	tendency	_hypernym
vessel	steam_boiler	_hypernym-inv
itemize	listing	_derivationally_related_form-inv
abduct	abductor_muscle	_derivationally_related_form-inv
officer	noncommissioned_officer	_hypernym-inv
neutralization	nullify	_derivationally_related_form
painting	construction	_has_part-inv
rope	roping	_derivationally_related_form-inv
sleeping	slumber	_derivationally_related_form-inv
expense	spending	_hypernym
sound	pink	_hypernym-inv
sound	ping	_hypernym-inv
pirouette	whirl	_hypernym
puff	snorting	_derivationally_related_form
clear	make	_hypernym
state	turkey	_instance_hyponym
hoper	hope	_derivationally_related_form
tope	wino	_derivationally_related_form-inv
crew	unit	_hypernym
sport	hike	_member_of_domain_topic
shift	transmutation	_derivationally_related_form-inv
shag_rug	rug	_hypernym
knitwear	wearable	_hypernym
length	permanency	_hypernym-inv
inform	squealer	_derivationally_related_form
sign	grounds	_hypernym
organelle	cell	_part_of
desertion	desert	_derivationally_related_form-inv
fauna	registered	_member_of_domain_topic
foodstuff	meal	_hypernym-inv
plunger	swimmer	_hypernym
crohn	physician	_instance_hyponym-inv
attach	bind	_hypernym-inv
mate	friend	_hypernym
snap	snapper	_derivationally_related_form-inv
scruple	scrupulous	_derivationally_related_form
ingredient	compose	_derivationally_related_form-inv
shaper	maltster	_hypernym-inv
stall	shower_stall	_hypernym-inv
reprobate	condemnation	_derivationally_related_form
start	scrummage	_hypernym-inv
make	direct	_hypernym-inv
throw	propel	_hypernym
supporter	help	_derivationally_related_form
expose	exhibition	_derivationally_related_form
appropriation	getting	_hypernym
resident	residency	_derivationally_related_form-inv
set	ground	_hypernym-inv
vibration	movement	_hypernym
outburst	rave	_derivationally_related_form-inv
chlorophyll_d	waterproof	_derivationally_related_form
recruit	unionize	_hypernym-inv
law	assignment	_member_of_domain_topic
weight	equalizer	_hypernym-inv
necessary	necessity	_derivationally_related_form-inv
stay	seafaring	_member_of_domain_topic-inv
switch	ignition_switch	_hypernym-inv
strike	striking	_derivationally_related_form-inv
fright	terror	_hypernym-inv
lens	trope	_member_of_domain_usage-inv
withdraw	clean	_hypernym-inv
antagonist	antagonism	_derivationally_related_form
lund	sweden	_has_part-inv
water	freshwater	_hypernym-inv
supply	water	_hypernym-inv
biology	transform	_member_of_domain_topic
wriggler	larva	_hypernym
venting	ventilate	_derivationally_related_form
politeness	action	_hypernym
commendation	tacit_consent	_hypernym-inv
acoustics	phonetics	_hypernym-inv
tuck	gathering	_derivationally_related_form-inv
casket	coffin	_derivationally_related_form
sensory_neuron	sensory_nerve	_part_of
resister	soul	_hypernym
exit	leave	_derivationally_related_form
warble	sing	_hypernym
speechmaker	orate	_derivationally_related_form-inv
yeller	yawp	_derivationally_related_form
healing	recuperation	_hypernym-inv
crosswalk	traverse	_derivationally_related_form-inv
disfigure	mar	_derivationally_related_form
misrepresentation	falsify	_derivationally_related_form
yawl	ululation	_derivationally_related_form
injection	shoot	_derivationally_related_form
tempt	temptation	_derivationally_related_form
undertake	guarantee	_derivationally_related_form-inv
machine	machinery	_hypernym-inv
sinking	descent	_hypernym
hunting	toil	_hypernym
biology	male	_member_of_domain_topic
lysergic_acid_diethylamide	controlled_substance	_hypernym
holder	lessee	_hypernym-inv
co2	greenhouse_gas	_hypernym
syndicate	mobster	_derivationally_related_form-inv
howler_monkey	yowl	_derivationally_related_form
refueling	fuel	_derivationally_related_form-inv
element	carbon	_hypernym-inv
masticate	mastication	_derivationally_related_form-inv
organism	variation	_hypernym-inv
switzerland	savoy	_has_part
device	magnet	_hypernym-inv
sack	plundering	_derivationally_related_form-inv
player	musicianship	_derivationally_related_form
venture	undertaking	_hypernym
sightsee	sightseeing	_derivationally_related_form
virtue	chaste	_derivationally_related_form-inv
persian	persia	_member_holonym
conceptualization	gestate	_derivationally_related_form
lexington	ky	_part_of
youngster	urchin	_hypernym-inv
heckle	heckling	_derivationally_related_form
beach	shore	_part_of
mental_health	sanity	_hypernym-inv
midpoint	bull's_eye	_hypernym-inv
pheasant	peafowl	_hypernym-inv
swearer	swear	_derivationally_related_form
rib	shaft	_hypernym-inv
sprinkle	sprinkling	_derivationally_related_form
mineral	quartz	_hypernym-inv
bark	verbalize	_hypernym
upset	disturbance	_hypernym
gouge	gouger	_derivationally_related_form
repeal	vacate	_derivationally_related_form
structure	story	_hypernym-inv
constellation	flock	_derivationally_related_form
handwriting	stenography	_hypernym-inv
fading	languish	_derivationally_related_form-inv
gas	butane	_hypernym-inv
deaccession	mercantilism	_member_of_domain_topic-inv
inspector	scrutinize	_derivationally_related_form-inv
improvement	reparation	_hypernym-inv
bravado	ostentation	_hypernym
mining	mine	_member_of_domain_topic
uprising	rebel	_derivationally_related_form-inv
worship	supplication	_hypernym-inv
fumes	gas	_hypernym
propel	make	_hypernym
start	trigger	_derivationally_related_form
transmit	transfer	_hypernym
confines	scope	_hypernym
offense	plagiarize	_member_of_domain_topic
train	trailer	_derivationally_related_form-inv
dope	soft_drink	_hypernym
eagle_ray	ray	_hypernym
pamphlet	script	_derivationally_related_form-inv
printer	typographer	_hypernym-inv
electorate	voter	_member_meronym
cutting	opening	_hypernym
slipperiness	slippy	_derivationally_related_form-inv
relegation	submit	_derivationally_related_form
luta	urban_sprawl	_instance_hypernym
brazilwood	wood	_hypernym
incubate	hatching	_derivationally_related_form-inv
succulent	aloe	_hypernym-inv
savant	initiate	_derivationally_related_form-inv
thing	water	_hypernym-inv
move	wince	_hypernym-inv
set	pigeonhole	_hypernym-inv
sedimentary_rock	stone	_hypernym
mounting	wax	_derivationally_related_form
naming	refer	_derivationally_related_form-inv
truckle	toady	_derivationally_related_form-inv
integral	integrate	_derivationally_related_form-inv
sloughing	slough	_derivationally_related_form
virtu	taste	_hypernym
history	antiquity	_part_of-inv
pulverize	pulverization	_derivationally_related_form-inv
investigate	tec	_derivationally_related_form
sprayer	airbrush	_hypernym-inv
therapeutic	remedy	_derivationally_related_form-inv
transgressor	violate	_derivationally_related_form
pack	sheaf	_hypernym
flit	relocation	_hypernym
crystal	stone	_hypernym-inv
terror	terrorize	_derivationally_related_form-inv
washup	bathe	_derivationally_related_form-inv
scamp	tamper	_derivationally_related_form
investigate	inquiry	_derivationally_related_form
spurt	gusher	_derivationally_related_form-inv
negation	negate	_derivationally_related_form-inv
supporter	helper	_hypernym
vary	variable	_derivationally_related_form
storage	store	_derivationally_related_form-inv
compounding	fusion	_hypernym-inv
calendar	lunar_calendar	_hypernym-inv
vendor	vend	_derivationally_related_form
yaw	veer	_derivationally_related_form-inv
congenital_disorder	anomaly	_hypernym
ireland	erin	_instance_hyponym
stall	tollhouse	_hypernym-inv
europe	england	_part_of-inv
wind	nose	_derivationally_related_form
overpopulate	writer	_derivationally_related_form-inv
infirmary	hospitalize	_derivationally_related_form-inv
vulgarism	tool	_synset_domain_usage_of-inv
simulate	imitator	_derivationally_related_form
baked_goods	crumb	_part_of-inv
numerate	enumerator	_derivationally_related_form
unmasking	exposure	_hypernym
slat	spline	_derivationally_related_form
sleeper	trope	_member_of_domain_usage-inv
salesmanship	skill	_hypernym
listing	schedule	_hypernym-inv
parietal_lobe	pallium	_part_of
storyteller	fib	_derivationally_related_form-inv
tempest	storm	_derivationally_related_form-inv
francophile	supporter	_hypernym
smelling	smell	_derivationally_related_form-inv
shock	offensive	_derivationally_related_form-inv
punt	propel	_hypernym
demoiselle	maiden	_hypernym
distribute	distributor	_derivationally_related_form-inv
wheel	cycling	_derivationally_related_form
slug	pugilism	_member_of_domain_topic-inv
evade	evasion	_derivationally_related_form
balance	poise	_derivationally_related_form
europe	germany	_has_part
soubriquet	nickname	_derivationally_related_form
cobblestone	shoemaker	_derivationally_related_form
thruway	carriageway	_has_part
relegation	relegate	_derivationally_related_form-inv
uphold	preservation	_derivationally_related_form-inv
trainee	train	_derivationally_related_form
obliteration	wipeout	_hypernym
saucer	radiolocation	_part_of
problem	toughie	_hypernym-inv
beginning	issue	_hypernym-inv
spicebush	shrub	_hypernym
stitch	stitchery	_derivationally_related_form
still	reliever	_derivationally_related_form-inv
maths	geometry	_member_of_domain_topic
predication	predicate	_derivationally_related_form-inv
wipeout	ruin	_derivationally_related_form-inv
synchrony	synchronize	_derivationally_related_form
ending	termination	_hypernym-inv
name	signature	_hypernym-inv
liveness	sentience	_hypernym-inv
turncoat	desert	_derivationally_related_form
coronary_artery	ticker	_part_of
respire	ventilation	_derivationally_related_form-inv
conform	change	_hypernym
duty	task	_hypernym-inv
rush	precipitation	_derivationally_related_form
compare	relative	_derivationally_related_form
play	golf	_hypernym-inv
arousal	wakefulness	_hypernym
uphold	reassert	_hypernym
pervert	vary	_derivationally_related_form
feeling	temper	_hypernym-inv
wangling	stratagem	_hypernym
potato_pancake	pancake	_hypernym
scut	deer	_has_part-inv
circulate	revolve	_hypernym-inv
snub	repulse	_derivationally_related_form
wrap	roller	_derivationally_related_form-inv
scurf	exfoliate	_derivationally_related_form-inv
husband	thriftiness	_derivationally_related_form
visit	schmooze	_derivationally_related_form-inv
atom	substance	_hypernym
furbish	polisher	_derivationally_related_form-inv
resound	racket	_derivationally_related_form-inv
obstinate	persist	_hypernym
rede	commentate	_hypernym-inv
terror	terrorist	_derivationally_related_form-inv
jelly	petroleum_jelly	_hypernym-inv
naproxen_sodium	nsaid	_hypernym
categorize	classification	_derivationally_related_form-inv
dominate	dominance	_derivationally_related_form
classification	arrangement	_hypernym
transport	line	_derivationally_related_form
clanger	pratfall	_hypernym
pasteur	chemist	_instance_hyponym-inv
velcro	trademark	_member_of_domain_usage-inv
seafood	shellfish	_hypernym-inv
settle	flexible	_derivationally_related_form
pittsburgh	pennsylvania	_part_of
butterhead_lettuce	lettuce	_hypernym
hate	hater	_derivationally_related_form-inv
meliorate	perfect	_hypernym-inv
outsell	surpass	_hypernym
filaria	roundworm	_hypernym
submission	substance	_hypernym
stenography	handwriting	_hypernym
degradation	degrade	_derivationally_related_form
misrepresentation	trickery	_hypernym-inv
tally	harmonize	_hypernym-inv
inculpate	offense	_derivationally_related_form
scoring	rating	_hypernym
overhead	expense	_hypernym
tightening	modification	_hypernym
organize	make	_hypernym
misfit	jerk	_hypernym-inv
yid	vernacular	_member_of_domain_usage-inv
hirsutism	hirsute	_derivationally_related_form
create	creation	_derivationally_related_form
intensiveness	severity	_hypernym-inv
vocalizing	harmonization	_hypernym-inv
calculable	reckon	_derivationally_related_form-inv
pointed	pointedness	_derivationally_related_form-inv
widget	gadgeteer	_derivationally_related_form
name	naming	_derivationally_related_form
modify	excite	_hypernym-inv
turn	plow	_derivationally_related_form-inv
shrieking	shrill	_derivationally_related_form
stay	be	_hypernym
handicraft	fret	_member_of_domain_topic
sport	recreation	_hypernym
speculate	put	_hypernym
book	ruth	_instance_hyponym
socialize	fraternize	_hypernym-inv
buster	bust	_derivationally_related_form-inv
bacterium	microbiology	_member_of_domain_topic-inv
rump	quadruped	_has_part-inv
geophysics	geophysicist	_derivationally_related_form
bed	mattress	_has_part
fail	failure	_derivationally_related_form
grooming	primping	_hypernym-inv
taiwan	chinese	_member_meronym
hydrate	moisturize	_hypernym
toil	slavery	_hypernym-inv
law	bigamy	_member_of_domain_topic
plus	vantage	_hypernym-inv
supposition	presumption	_hypernym-inv
agreement	assent	_hypernym-inv
polaroid	sunglasses	_part_of
splatter	spiller	_derivationally_related_form-inv
restlessness	vexation	_hypernym
sufficiency	sufficient	_derivationally_related_form-inv
soul	percipient	_hypernym-inv
hermaphroditism	androgenous	_derivationally_related_form-inv
trope	lens	_synset_domain_usage_of-inv
squeal	squealer	_derivationally_related_form
sincerity	sombreness	_hypernym-inv
comedian	comedienne	_hypernym-inv
vessel	bottle	_hypernym-inv
redact	frame	_derivationally_related_form
ontogeny	habit	_hypernym-inv
dish	sauce	_has_part
wheel	roller	_hypernym-inv
variance	variable	_derivationally_related_form-inv
writing	novelization	_hypernym-inv
white	trouser	_hypernym
fastening	tying	_hypernym-inv
agency	agent	_derivationally_related_form
sorting	grouping	_hypernym
priming	lighter	_hypernym
movement	travel	_derivationally_related_form
sound	splat	_hypernym-inv
book	prayerbook	_hypernym-inv
fatty	fatty_tissue	_derivationally_related_form
soul	counterterrorist	_hypernym-inv
dawn	change	_hypernym
goal	hoop	_hypernym-inv
wittiness	roaster	_member_of_domain_usage
whole	artifact	_hypernym-inv
plate	tin	_hypernym-inv
vernacular	stiff	_synset_domain_usage_of-inv
celebrator	fete	_derivationally_related_form-inv
schoolhouse	scholastic	_derivationally_related_form-inv
explore	exploratory	_derivationally_related_form-inv
vasoconstrictor	nicotine	_hypernym-inv
puffball	scleroderma	_member_holonym
untie	undo	_hypernym
vertebrate	blood	_member_of_domain_topic
chest	thorax	_has_part-inv
track	traverse	_derivationally_related_form
increase	intensify	_hypernym-inv
supply	furnish	_hypernym-inv
parkland	tract	_hypernym
flotation	float	_derivationally_related_form
antagonism	biochemistry	_member_of_domain_topic-inv
zip	travel	_hypernym
tube	supply	_hypernym
narrowing	constriction	_hypernym-inv
recreation	divert	_derivationally_related_form
wife	wifely	_derivationally_related_form-inv
folder	covering	_hypernym
crack	firecracker	_derivationally_related_form-inv
nominator	proposer	_hypernym
sympathetic	understanding	_derivationally_related_form
allowance	share	_hypernym
dip	souse	_derivationally_related_form
phytoplankton	plankton	_member_holonym
plank	timber	_hypernym
desiccate	evaporation	_derivationally_related_form
fuel	fossil_fuel	_hypernym-inv
impairment	incapacitate	_derivationally_related_form
whittler	whittle	_derivationally_related_form-inv
sail	sheet	_derivationally_related_form-inv
world	man	_hypernym
perfect	meliorate	_hypernym
quantify	quantification	_derivationally_related_form-inv
strip	divestiture	_derivationally_related_form
workmanship	craftsman	_derivationally_related_form-inv
rally	gathering	_hypernym
speech	ending	_has_part
joint	seam	_hypernym-inv
compensation	overcompensate	_derivationally_related_form
padding	pad	_derivationally_related_form
prevalence	generality	_hypernym
culminate	terminate	_hypernym
area	structure	_hypernym
articulator	communicator	_hypernym
stump	toughie	_derivationally_related_form
telegraphy	telegraphist	_derivationally_related_form
occur	pair	_hypernym-inv
mountain	volcano	_hypernym-inv
exegesis	interpretation	_hypernym
shaper	make	_derivationally_related_form
warble	quaver	_derivationally_related_form
painter	realist	_hypernym-inv
choir	chorus	_derivationally_related_form
tossup	luck	_hypernym
strengthen	strengthening	_derivationally_related_form
zoom	soar	_derivationally_related_form-inv
out	unwrap	_hypernym
skin	strip	_hypernym
puerility	child	_derivationally_related_form
alcoholic	alcohol	_derivationally_related_form
want	requisite	_derivationally_related_form
windpipe	upper_respiratory_tract	_part_of
norway	norwegian	_derivationally_related_form-inv
buck	placental_mammal	_hypernym
femoral	thighbone	_derivationally_related_form-inv
whole	section	_has_part
torture	pain	_hypernym
webb	sociologist	_instance_hypernym
damp	moderate	_hypernym
enlightenment	enlighten	_derivationally_related_form
redact	rewriter	_derivationally_related_form
pang	pain	_hypernym
sell	be	_hypernym
sharing	unselfishness	_hypernym-inv
sacking	textile	_hypernym
native	filipino	_hypernym-inv
precedent	representative	_hypernym
law	title	_member_of_domain_topic
visualize	picturing	_derivationally_related_form
waver	wave	_derivationally_related_form-inv
conspiracy	conspiratorial	_derivationally_related_form
thinness	thin	_derivationally_related_form
industry	industrialist	_derivationally_related_form-inv
correlation_coefficient	correlational	_derivationally_related_form-inv
thuggery	offense	_hypernym
striated_muscle	adductor_muscle	_hypernym-inv
midpoint	nucleus	_hypernym-inv
hill	mound	_derivationally_related_form-inv
induction	induce	_derivationally_related_form-inv
ocean	hydrosphere	_part_of
touch	strike	_hypernym
child	infancy	_derivationally_related_form-inv
induction	induct	_derivationally_related_form-inv
typify	mean	_hypernym
winnowing	winnow	_derivationally_related_form
shove	thrust	_derivationally_related_form-inv
sublimation	psychology	_member_of_domain_topic-inv
misreading	misread	_derivationally_related_form
quench	physics	_member_of_domain_topic-inv
distraction	unhinge	_derivationally_related_form-inv
pustule	pock	_hypernym-inv
pretentious	pretense	_derivationally_related_form-inv
watercraft	ship	_hypernym-inv
sing	music	_member_of_domain_topic-inv
underwrite	warrant	_hypernym
confide	intimate	_derivationally_related_form-inv
weeping	weep	_derivationally_related_form-inv
untruth	falsify	_derivationally_related_form-inv
spirit	purpose	_derivationally_related_form
yell	shrieking	_derivationally_related_form
turncoat	rat	_derivationally_related_form
shipment	leaving	_hypernym
falcon	hawk	_hypernym
bulwark	seawall	_derivationally_related_form-inv
assess	judge	_hypernym
stop	check	_hypernym-inv
harvest	work	_derivationally_related_form-inv
passive	inertia	_derivationally_related_form
intensification	intensify	_derivationally_related_form-inv
foodstuff	ingredient	_hypernym-inv
shrieking	whine	_derivationally_related_form
tripper	sashay	_derivationally_related_form
oxygen	gas	_hypernym
sag	wilt	_derivationally_related_form-inv
approach	overture	_derivationally_related_form-inv
wave	surge	_hypernym-inv
review	assessment	_hypernym
nap	sleep	_derivationally_related_form-inv
semantics	semiotician	_derivationally_related_form
travel	uprise	_hypernym-inv
thermometer	pyrometer	_hypernym-inv
partition	screen	_hypernym-inv
spread	distribution	_hypernym
appointive	charge	_derivationally_related_form-inv
play	romp	_derivationally_related_form-inv
vocation	specialty	_hypernym-inv
tail	process	_hypernym
sprouting	spud	_derivationally_related_form-inv
choir	choral	_derivationally_related_form
remedy	therapeutic	_derivationally_related_form
ahimsa	hinduism	_member_of_domain_topic-inv
failure	portion	_hypernym
concern	agency	_hypernym-inv
dishonesty	corruptness	_hypernym-inv
organizer	coordinator	_hypernym-inv
triumph	jubilation	_hypernym
designer	pei	_instance_hyponym
urinary_tract	urethra	_part_of-inv
lessening	modification	_hypernym
progress	advancer	_derivationally_related_form
attentive	regard	_derivationally_related_form-inv
impropriety	deportment	_hypernym
chink	vernacular	_synset_domain_usage_of
flock	clustering	_derivationally_related_form-inv
glide	soaring	_derivationally_related_form-inv
years	seventies	_has_part
oregon	pacific_northwest	_part_of-inv
wank	scarf	_hypernym-inv
salt	carbonate	_hypernym-inv
alkaloid	caffeine	_hypernym-inv
causing	make	_derivationally_related_form
sunbelt	usa	_has_part-inv
processor	computing	_member_of_domain_topic-inv
bowtie	tie	_hypernym
terror	fright	_hypernym
edge	surround	_derivationally_related_form-inv
plate	tap	_hypernym-inv
organization	work	_derivationally_related_form
memorization	memorize	_derivationally_related_form-inv
sweater	cardigan	_hypernym-inv
upgrade	tenure	_hypernym-inv
become	root	_hypernym-inv
shifter	motor_vehicle	_part_of
fire_extinguisher	device	_hypernym
violator	vitiate	_derivationally_related_form-inv
relish	condiment	_hypernym
shears	shear	_derivationally_related_form-inv
grade	scoring	_derivationally_related_form
justice	try	_derivationally_related_form-inv
dare	hardiness	_derivationally_related_form-inv
meditation	study	_derivationally_related_form
cube	dice	_derivationally_related_form
sequence	rate	_hypernym
living	lifer	_derivationally_related_form
overlap	overlapping	_derivationally_related_form
weep	weeping	_derivationally_related_form-inv
delay	stall	_hypernym-inv
match	grownup	_hypernym
siesta	snooze	_hypernym
terminate	discontinue	_hypernym-inv
uncovering	find	_derivationally_related_form-inv
bar	meteorology	_member_of_domain_topic-inv
expert	lapidary	_hypernym-inv
meet	convergent	_derivationally_related_form-inv
preserve	embalm	_hypernym-inv
repair	reparation	_derivationally_related_form
upgrade	uphill	_hypernym-inv
reconciliation	settle	_derivationally_related_form-inv
piratical	pirate_ship	_derivationally_related_form
storyteller	prevaricator	_hypernym
throw	demoralize	_hypernym-inv
terpsichorean	dance	_derivationally_related_form
quantify	measuring_stick	_derivationally_related_form
caravan	travel	_hypernym
laugh	joke	_derivationally_related_form-inv
prize	scholarship	_hypernym-inv
carve	cut	_hypernym
hold	stem	_part_of-inv
resister	resist	_derivationally_related_form
hen	sitter	_hypernym-inv
schoolchild	youth	_hypernym
squawk	whiner	_derivationally_related_form-inv
grab	snatch	_derivationally_related_form-inv
union	organization	_hypernym
pad	platform	_hypernym
sign	signalize	_derivationally_related_form-inv
umbrella	panel	_part_of-inv
nail	stem	_part_of-inv
windup	close	_derivationally_related_form-inv
head	fauna	_has_part-inv
washer	wash	_derivationally_related_form
cruise	travel	_hypernym
thermonuclear_warhead	zap	_derivationally_related_form-inv
artery	mesenteric_artery	_hypernym-inv
damage	fret	_hypernym-inv
lagos	nigeria	_part_of
dado	woodworking	_member_of_domain_topic-inv
clasp	hold	_derivationally_related_form
sentient	sentience	_derivationally_related_form
prexy	preside	_derivationally_related_form
jargon	style	_hypernym
urging	goad	_derivationally_related_form
estrangement	isolation	_hypernym
tract	field	_hypernym-inv
outfield	centerfield	_part_of-inv
presence	present	_derivationally_related_form
reason	justification	_hypernym
transsexual	soul	_hypernym
rising	uprise	_derivationally_related_form-inv
brainstem	rf	_has_part
captainship	skipper	_derivationally_related_form
schoolteacher	school	_member_meronym-inv
stultify	law	_member_of_domain_topic-inv
excursion	straggle	_derivationally_related_form-inv
maximize	increase	_hypernym
munition	arm	_hypernym
megabit	kilobit	_has_part
guidance	rede	_derivationally_related_form-inv
bottle	jug	_hypernym-inv
soul	cause	_hypernym
player	soloist	_hypernym-inv
rime	tally	_hypernym
anger	irk	_hypernym-inv
theology	rise	_member_of_domain_topic
maintain	upholder	_derivationally_related_form-inv
whiff	verbalize	_hypernym
heat	hotness	_derivationally_related_form-inv
prenatal_diagnosis	ultrasound	_hypernym-inv
surprise	attack	_hypernym
trusteeship	spot	_hypernym
warming	boiling	_hypernym-inv
totalitarianism	absolutist	_derivationally_related_form-inv
prodigy	mastermind	_hypernym
execute	implement	_hypernym
best	superlative	_synset_domain_usage_of
fly	flyer	_derivationally_related_form-inv
impropriety	improper	_derivationally_related_form
scar	disfigure	_hypernym
change	solarize	_hypernym-inv
market	vendor	_derivationally_related_form
addiction	awarding	_hypernym
walk	posture	_hypernym
suffer	pain	_derivationally_related_form-inv
row	boat	_hypernym
stagnate	stagnation	_derivationally_related_form
feeder	scoffer	_hypernym-inv
prizefight	prizefighter	_derivationally_related_form-inv
waterproof	chlorophyll_d	_derivationally_related_form
follower	tail	_hypernym-inv
conspire	conspiracy	_derivationally_related_form-inv
concern	franchise	_hypernym-inv
convertor	convert	_derivationally_related_form
merit	be	_hypernym
attach	attachment	_derivationally_related_form
hopeful	wannabee	_derivationally_related_form-inv
declarer	declare	_derivationally_related_form-inv
productive	productivity	_derivationally_related_form-inv
roofing	construction	_part_of
ventilate	venter	_derivationally_related_form
visualize	figuration	_derivationally_related_form
recite	numbering	_derivationally_related_form
variety	collection	_hypernym
creation	theology	_member_of_domain_topic-inv
restrictive	restrict	_derivationally_related_form-inv
acquisition	purchase	_hypernym-inv
interposition	interruption	_hypernym
textile	motley	_hypernym-inv
train	moderate	_hypernym
speak	memorialize	_hypernym-inv
wheedle	wheedling	_derivationally_related_form
taxation	withholding	_member_of_domain_topic
instigator	leader	_hypernym
dock	wharfage	_derivationally_related_form-inv
exorcism	exorcist	_derivationally_related_form-inv
helper	help	_derivationally_related_form-inv
chronicle	record	_hypernym
manners	deportment	_hypernym
fairness	justness	_hypernym
saddle	onus	_derivationally_related_form-inv
smoking	smoke	_derivationally_related_form
soldier	trooper	_hypernym-inv
duration	continue	_derivationally_related_form
harmonize	accordant	_derivationally_related_form
train	trainer	_derivationally_related_form-inv
luckiness	lucky	_derivationally_related_form-inv
speech	lexis	_part_of-inv
typewriter	typewriter_keyboard	_part_of-inv
slugger	bat	_derivationally_related_form
sampler	variety	_hypernym
train	trainee	_derivationally_related_form-inv
swear	swearword	_derivationally_related_form
infer	extrapolate	_hypernym-inv
pontoon	boat	_member_of_domain_topic-inv
relaxation	unbend	_derivationally_related_form
reliever	still	_derivationally_related_form
call	tempt	_hypernym
microscopy	microscopist	_derivationally_related_form
saltwater_fish	weakfish	_hypernym-inv
parachuting	parachute	_derivationally_related_form-inv
shortener	shorten	_derivationally_related_form-inv
cogitate	study	_derivationally_related_form-inv
indecency	impropriety	_hypernym
set	forest	_hypernym-inv
move	splatter	_hypernym-inv
rodent	porcupine	_hypernym-inv
narrowing	shape	_hypernym
pig	farrowing	_derivationally_related_form
justice	law	_derivationally_related_form
sorting	assessment	_hypernym-inv
repositioning	reposition	_derivationally_related_form
slack	soldiering	_derivationally_related_form-inv
vulgarism	chickenshit	_member_of_domain_usage
sail	voyage	_derivationally_related_form-inv
freeze	freezer	_derivationally_related_form
strength	magnitude	_hypernym
meat	fowl	_hypernym-inv
trouble	unhinge	_derivationally_related_form
impurity	taint	_hypernym-inv
ill	motion_sickness	_hypernym-inv
undergo	respire	_hypernym-inv
paleontologist	scientist	_hypernym
outlaw	jailbird	_hypernym-inv
target	victim	_hypernym
move	turn	_hypernym
glass	solid	_hypernym
manifest	documentation	_derivationally_related_form-inv
seduction	seduce	_derivationally_related_form-inv
nurturance	sustain	_derivationally_related_form-inv
pass	clearance	_derivationally_related_form
romper	sport	_derivationally_related_form-inv
response	answer	_hypernym-inv
refund	payment	_hypernym
share	sharer	_derivationally_related_form-inv
caramelize	caramelized_sugar	_derivationally_related_form
yeller	roar	_derivationally_related_form-inv
gust	float	_derivationally_related_form
liatris	snakeroot	_member_holonym-inv
respect	estimation	_hypernym-inv
trumpeter	trumpet	_derivationally_related_form
palliative	therapeutic	_hypernym
paster	paste	_derivationally_related_form-inv
aircraft	stabilization	_member_of_domain_topic
medicine	clinician	_member_of_domain_topic
tackle	fishing_rod	_member_meronym
derision	deride	_derivationally_related_form
relocate	move	_hypernym
sentient	liveness	_derivationally_related_form-inv
immortal	bodhisattva	_instance_hypernym-inv
acceptance	contentedness	_hypernym-inv
solvent	remover	_hypernym-inv
sound	play	_hypernym-inv
spirit	emotion	_hypernym
sing	harmonize	_hypernym-inv
mercantilism	selling	_hypernym-inv
devolvement	devolve	_derivationally_related_form
urgency	pressure	_hypernym-inv
violate	breach	_derivationally_related_form
royalty	york	_hypernym-inv
niagara_falls	ontario	_has_part-inv
monologue	words	_hypernym
support	vindication	_derivationally_related_form
governor	rule	_derivationally_related_form-inv
browsing	graze	_derivationally_related_form
treason	sell	_derivationally_related_form
sign	signaling	_derivationally_related_form-inv
husband	economy	_derivationally_related_form-inv
container	vitrine	_hypernym-inv
room	dinette	_hypernym-inv
rattlesnake	rattle	_derivationally_related_form
spritz	squirt	_hypernym
living	live	_derivationally_related_form
surgery	extirpate	_member_of_domain_topic
charge	consign	_derivationally_related_form
sport	have	_hypernym
weave	woof	_part_of-inv
drive	push	_hypernym-inv
wring	extortion	_derivationally_related_form-inv
